Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Wilt, J.",2012,Do extraverts get more bang for the buck? Refining the affective-reactivity hypothesis of extraversion.,Journal of Personality and Social Psychology,103,2,306,Northwestern University,"BAS, affective-reactivity, extraversion, mood induction, positive affect",12,,,,1,1,3,3,,
"Cantu, S.M.",2012,Ovulation leads women to perceive sexy cads as good dads.|Sex ratio and women's career choice: Does a scarcity of men lead women to choose briefcase over baby?.,Journal of Personality and Social Psychology,103|103,2|1,292|121,University of Minnesota|University of Minnesota,"evolutionary psychology, fertility, mate selection, mating, ovulation, relationships, good fathers|careers, mate value, mating markets, sex ratio, women, family planning",7|6,,|,|,2,2,8,8,,
"Durante, K.M.",2012,Ovulation leads women to perceive sexy cads as good dads.|Sex ratio and women's career choice: Does a scarcity of men lead women to choose briefcase over baby?.,Journal of Personality and Social Psychology,103|103,2|1,292|121,University of Texas|University of Texas at San Antonio,"evolutionary psychology, fertility, mate selection, mating, ovulation, relationships, good fathers|careers, mate value, mating markets, sex ratio, women, family planning",7|6,,|,|,2,2,8,8,,
"Griskevicius, V.",2012,"Ovulation leads women to perceive sexy cads as good dads.|Boosting beauty in an economic decline: Mating, spending, and the lipstick effect.|Sex ratio and women's career choice: Does a scarcity of men lead women to choose briefcase over baby?.|Economic decision biases and fundamental motivations: How mating and self-protection alter loss aversion.|The financial consequences of too many men: Sex ratio effects on saving, borrowing, and spending.",Journal of Personality and Social Psychology,103|103|103|102|102,2|2|1|3|1,292|275|121|550|69,University of Minnesota|University of Minnesota|University of Minnesota|University of Minnesota|University of Minnesota,"evolutionary psychology, fertility, mate selection, mating, ovulation, relationships, good fathers|attractiveness, consumer behavior, economic recessions, evolutionary psychology, mating, lipstick effect|careers, mate value, mating markets, sex ratio, women, family planning|decision biases, evolutionary psychology, loss aversion, mating, self-protection, motivation|competition, consumer behavior, financial decisions, mating, sex ratio, saving, borrowing, spending",7|13|6|13|20,,||||,||||,12,5,91,20,,
"Li, N.P.",2012,Ovulation leads women to perceive sexy cads as good dads.,Journal of Personality and Social Psychology,103,2,292,Singapore Managment University,"evolutionary psychology, fertility, mate selection, mating, ovulation, relationships, good fathers",7,,,,6,1,16,4,,
"Simpson, J.A.",2012,Ovulation leads women to perceive sexy cads as good dads.|Sex ratio and women's career choice: Does a scarcity of men lead women to choose briefcase over baby?.|Trust and responsiveness in strain-test situations: A dyadic perspective.,Journal of Personality and Social Psychology,103|103|102,2|1|5,292|121|1031,University of Minnesota|University of Minnesota|University of Minnesota,"evolutionary psychology, fertility, mate selection, mating, ovulation, relationships, good fathers|careers, mate value, mating markets, sex ratio, women, family planning|accommodation, interdependence, responsiveness, strain tests, trust, dyads",7|6|12,,||,||,13,3,74,9,,
"Durante, K.",2012,"Boosting beauty in an economic decline: Mating, spending, and the lipstick effect.",Journal of Personality and Social Psychology,103,2,275,University of Texas,"attractiveness, consumer behavior, economic recessions, evolutionary psychology, mating, lipstick effect",13,,,,1,1,4,4,,
"Hill, S.E.",2012,"Boosting beauty in an economic decline: Mating, spending, and the lipstick effect.",Journal of Personality and Social Psychology,103,2,275,Texas Christian University,"attractiveness, consumer behavior, economic recessions, evolutionary psychology, mating, lipstick effect",13,,,,2,1,6,4,,
"Rodeheffer, C.D.",2012,"Boosting beauty in an economic decline: Mating, spending, and the lipstick effect.",Journal of Personality and Social Psychology,103,2,275,Texas Christian University,"attractiveness, consumer behavior, economic recessions, evolutionary psychology, mating, lipstick effect",13,,,,1,1,4,4,,
"Gordon, A.M.",2012,To have and to hold: Gratitude promotes relationship maintenance in intimate bonds.,Journal of Personality and Social Psychology,103,2,257,University of California,"appreciation, gratitude, relationship maintenance, risk regulation, romantic relationships",21,,,,2,1,13,4,,
"Impett, E.A.",2012,To have and to hold: Gratitude promotes relationship maintenance in intimate bonds.,Journal of Personality and Social Psychology,103,2,257,University of Toronto,"appreciation, gratitude, relationship maintenance, risk regulation, romantic relationships",21,,,,5,1,27,4,,
"Kogan, A.",2012,To have and to hold: Gratitude promotes relationship maintenance in intimate bonds.,Journal of Personality and Social Psychology,103,2,257,University of Toronto,"appreciation, gratitude, relationship maintenance, risk regulation, romantic relationships",21,,,,2,1,13,4,,
"Oveis, C.",2012,To have and to hold: Gratitude promotes relationship maintenance in intimate bonds.,Journal of Personality and Social Psychology,103,2,257,University of California,"appreciation, gratitude, relationship maintenance, risk regulation, romantic relationships",21,,,,5,1,32,4,,
"De Dreu, C.K.W.",2012,Necessity is the mother of invention: Avoidance motivation stimulates creativity through cognitive effort.,Journal of Personality and Social Psychology,103,2,242,University of Amsterdam,"approach, avoidance, creativity, depletion, motivation, cognitive effort",11,,,,13,1,44,2,,
"Nijstad, B.A.",2012,Necessity is the mother of invention: Avoidance motivation stimulates creativity through cognitive effort.,Journal of Personality and Social Psychology,103,2,242,University of Groningen,"approach, avoidance, creativity, depletion, motivation, cognitive effort",11,,,,6,1,20,2,,
"Roskes, M.",2012,Necessity is the mother of invention: Avoidance motivation stimulates creativity through cognitive effort.,Journal of Personality and Social Psychology,103,2,242,University of Amsterdam,"approach, avoidance, creativity, depletion, motivation, cognitive effort",11,,,,1,1,2,2,,
"Broniarczyk, S.M.",2012,So near and yet so far: The mental representation of goal progress.,Journal of Personality and Social Psychology,103,2,225,University of Texas-Austin,"goals, mental representation, motivation, progress, self-regulation, effort",7,,,,1,1,2,2,,
"Huang, S.-C.",2012,So near and yet so far: The mental representation of goal progress.,Journal of Personality and Social Psychology,103,2,225,University of Texas-Austin,"goals, mental representation, motivation, progress, self-regulation, effort",7,,,,1,1,2,2,,
"Zhang, Y.",2012,So near and yet so far: The mental representation of goal progress.,Journal of Personality and Social Psychology,103,2,225,University of Texas-Austin,"goals, mental representation, motivation, progress, self-regulation, effort",7,,,,5,1,11,2,,
"Krieglmeyer, R.",2012,Disentangling stereotype activation and stereotype application in the stereotype misperception task.,Journal of Personality and Social Psychology,103,2,205,University of California,"implicit measures, multinomial modeling, stereotype activation, stereotype application, social group",7,,,,1,1,1,1,,
"Sherman, J.W.",2012,Disentangling stereotype activation and stereotype application in the stereotype misperception task.,Journal of Personality and Social Psychology,103,2,205,University of California,"implicit measures, multinomial modeling, stereotype activation, stereotype application, social group",7,,,,7,1,25,1,,
"Ermer, E.",2012,Emotional intelligence in incarcerated men with psychopathic traits.,Journal of Personality and Social Psychology,103,1,194,University of New Mexico,"ability model of emotional intelligence, emotional intelligence, personality, psychopathy, strategic EI, incarcerated men",5,,,,1,1,3,3,,
"Kahn, R.E.",2012,Emotional intelligence in incarcerated men with psychopathic traits.,Journal of Personality and Social Psychology,103,1,194,University of New Orleans,"ability model of emotional intelligence, emotional intelligence, personality, psychopathy, strategic EI, incarcerated men",5,,,,1,1,3,3,,
"Kiehl, K.A.",2012,Emotional intelligence in incarcerated men with psychopathic traits.,Journal of Personality and Social Psychology,103,1,194,University of New Mexico,"ability model of emotional intelligence, emotional intelligence, personality, psychopathy, strategic EI, incarcerated men",5,,,,1,1,3,3,,
"Salovey, P.",2012,Emotional intelligence in incarcerated men with psychopathic traits.,Journal of Personality and Social Psychology,103,1,194,Yale University ,"ability model of emotional intelligence, emotional intelligence, personality, psychopathy, strategic EI, incarcerated men",5,,,,5,1,19,3,,
"Hundhammer, T.",2012,How sex puts you in gendered shoes: Sexuality-priming leads to gender-based self-perception and behavior.,Journal of Personality and Social Psychology,103,1,176,University of Cologne,"dominance, gender, self-perception, sex-priming, submissiveness",5,,,,1,1,1,1,,
